amount,payment_method,failure_category,attempt_number,previous_success_rate,previous_failures,customer_tenure_days,subscription,recovered
1749,net_banking,HARD_DECLINE,1,0.077,19,1901,0,0
1637,upi,HARD_DECLINE,1,0.314,9,1253,0,0
4458,debit_card,TRANSIENT,1,0.745,18,556,0,1
1493,upi,TRANSIENT,1,0.935,17,1679,0,1
1614,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.016,22,179,1,0
8641,wallet,HARD_DECLINE,2,0.137,6,1702,0,0
1548,net_banking,CUSTOMER_ACTION_REQUIRED,3,0.162,12,1494,0,0
7450,net_banking,SOFT_DECLINE,2,0.526,4,449,0,0
688,credit_card,HARD_DECLINE,1,0.388,1,817,0,0
2597,upi,TRANSIENT,1,0.37,9,987,0,0
2926,net_banking,SOFT_DECLINE,2,0.515,21,938,0,0
3552,credit_card,HARD_DECLINE,2,0.241,0,1783,0,0
6499,debit_card,TRANSIENT,1,0.88,13,201,0,1
6258,debit_card,TRANSIENT,3,0.732,21,1067,0,0
5084,net_banking,SOFT_DECLINE,2,0.358,15,751,1,0
2279,debit_card,SOFT_DECLINE,1,0.052,16,944,1,0
5546,debit_card,SOFT_DECLINE,1,0.415,11,552,1,1
5808,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.77,18,1282,0,0
3916,net_banking,TRANSIENT,3,0.998,0,1079,0,0
5928,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.453,7,866,1,0
3980,net_banking,SOFT_DECLINE,2,0.061,1,1662,0,0
4421,upi,SOFT_DECLINE,1,0.983,24,1817,1,1
697,upi,SOFT_DECLINE,1,0.607,19,1022,0,0
1659,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.273,4,1167,1,1
5178,credit_card,SOFT_DECLINE,1,0.205,24,1607,0,0
3180,debit_card,SOFT_DECLINE,3,0.573,15,1341,0,0
565,credit_card,SOFT_DECLINE,2,0.045,21,915,1,0
7013,credit_card,SOFT_DECLINE,2,0.857,25,507,0,0
4933,wallet,SOFT_DECLINE,2,0.871,14,421,0,1
5334,upi,TRANSIENT,1,0.46,9,1120,0,1
2484,net_banking,SOFT_DECLINE,2,0.738,21,1100,0,1
2227,upi,SOFT_DECLINE,1,0.606,25,1343,0,0
5052,net_banking,SOFT_DECLINE,1,0.766,5,1855,0,0
4613,debit_card,SOFT_DECLINE,2,0.757,5,970,0,0
4581,credit_card,UNKNOWN,2,0.384,5,1757,0,0
803,upi,HARD_DECLINE,1,0.982,16,1920,0,0
2607,debit_card,SOFT_DECLINE,1,0.362,10,1183,1,0
4352,credit_card,HARD_DECLINE,1,0.153,4,972,0,0
289,debit_card,SOFT_DECLINE,3,0.884,7,995,0,0
2946,net_banking,TRANSIENT,2,0.428,8,1817,0,0
4551,credit_card,HARD_DECLINE,1,0.447,10,1470,1,0
1692,debit_card,SOFT_DECLINE,1,0.593,2,1706,0,0
1358,credit_card,HARD_DECLINE,1,0.353,2,686,0,1
3505,debit_card,HARD_DECLINE,3,0.762,20,829,1,0
434,credit_card,TRANSIENT,1,0.861,0,1433,0,1
2810,debit_card,TRANSIENT,1,0.115,20,1640,0,1
1338,upi,CUSTOMER_ACTION_REQUIRED,1,0.928,20,1646,0,0
1674,upi,CUSTOMER_ACTION_REQUIRED,1,0.767,25,84,0,0
3425,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.118,14,1230,1,0
3479,upi,TRANSIENT,1,0.607,7,488,1,1
1192,net_banking,HARD_DECLINE,1,0.046,22,677,1,0
99,upi,SOFT_DECLINE,2,0.783,7,421,1,0
3100,debit_card,TRANSIENT,1,0.805,6,235,1,1
4152,net_banking,TRANSIENT,1,0.676,1,762,1,1
4271,upi,SOFT_DECLINE,1,0.822,8,121,1,0
1762,credit_card,SOFT_DECLINE,1,0.064,15,1977,1,0
3524,credit_card,TRANSIENT,1,0.049,12,1127,0,1
6575,debit_card,HARD_DECLINE,3,0.534,2,1553,1,0
2217,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.232,9,1677,0,0
3273,credit_card,SOFT_DECLINE,1,0.473,25,630,1,0
2597,upi,TRANSIENT,1,0.022,13,476,0,0
391,upi,SOFT_DECLINE,1,0.208,3,757,0,0
132,net_banking,SOFT_DECLINE,1,0.439,3,1072,0,0
681,upi,HARD_DECLINE,1,0.83,10,1175,0,0
3779,credit_card,SOFT_DECLINE,1,0.376,23,793,1,1
1386,debit_card,HARD_DECLINE,1,0.797,0,1968,0,0
1115,debit_card,SOFT_DECLINE,1,0.122,23,1324,0,0
3347,net_banking,HARD_DECLINE,1,0.741,19,265,0,0
3800,net_banking,SOFT_DECLINE,2,0.404,17,177,0,0
2399,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.3,8,1397,0,0
3691,upi,TRANSIENT,1,0.45,0,1537,0,1
1462,credit_card,HARD_DECLINE,1,0.664,7,442,0,1
1380,wallet,TRANSIENT,2,0.575,20,1228,0,0
1932,net_banking,TRANSIENT,1,0.452,3,1258,0,0
11620,wallet,SOFT_DECLINE,2,0.915,8,386,0,0
3081,net_banking,TRANSIENT,1,0.68,7,580,0,1
1962,wallet,TRANSIENT,1,0.891,15,763,0,1
3602,debit_card,SOFT_DECLINE,1,0.15,9,595,0,1
4042,upi,SOFT_DECLINE,1,0.458,12,1889,0,0
7202,net_banking,TRANSIENT,2,0.11,12,534,0,1
3473,upi,TRANSIENT,3,0.381,19,1327,1,0
699,credit_card,TRANSIENT,2,0.376,8,1692,1,0
8500,net_banking,TRANSIENT,1,0.002,5,1551,0,1
1905,wallet,HARD_DECLINE,2,0.782,8,1626,1,0
4957,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.573,9,990,0,0
5387,net_banking,TRANSIENT,1,0.731,22,201,0,1
2228,credit_card,HARD_DECLINE,2,0.588,16,1088,0,0
3961,credit_card,TRANSIENT,2,0.29,18,689,1,0
2187,debit_card,HARD_DECLINE,1,0.374,1,152,1,0
2929,credit_card,SOFT_DECLINE,1,0.582,10,218,0,1
3558,debit_card,SOFT_DECLINE,2,0.486,17,188,0,1
4029,debit_card,HARD_DECLINE,1,0.423,4,707,0,0
3727,debit_card,SOFT_DECLINE,1,0.578,6,530,0,0
1818,credit_card,SOFT_DECLINE,2,0.196,12,98,1,1
7828,debit_card,TRANSIENT,2,0.335,22,68,0,0
1872,credit_card,TRANSIENT,1,0.289,4,85,0,1
1585,credit_card,TRANSIENT,1,0.095,12,899,0,1
6017,credit_card,HARD_DECLINE,1,0.137,1,94,0,0
2603,credit_card,UNKNOWN,1,0.655,3,1997,0,0
2331,credit_card,TRANSIENT,2,0.256,9,458,1,1
4017,credit_card,TRANSIENT,3,0.797,5,528,0,1
5217,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.126,9,410,0,0
2775,upi,CUSTOMER_ACTION_REQUIRED,1,0.512,13,425,1,0
3108,upi,HARD_DECLINE,1,0.437,14,1333,0,0
1338,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.177,15,1730,1,0
312,debit_card,HARD_DECLINE,1,0.384,12,789,0,0
8074,debit_card,TRANSIENT,1,0.246,20,1076,1,0
823,credit_card,SOFT_DECLINE,1,0.993,7,540,0,0
4291,credit_card,SOFT_DECLINE,1,0.765,13,1503,1,1
5806,upi,TRANSIENT,2,0.926,4,1590,0,0
3002,debit_card,HARD_DECLINE,2,0.707,12,1041,0,0
5067,debit_card,TRANSIENT,1,0.458,20,1459,0,0
3316,debit_card,HARD_DECLINE,3,0.287,17,702,0,0
4964,credit_card,HARD_DECLINE,2,0.393,17,331,1,0
3054,upi,HARD_DECLINE,2,0.077,3,755,0,0
1216,credit_card,SOFT_DECLINE,2,0.515,6,1452,0,1
589,net_banking,TRANSIENT,1,0.166,24,38,0,1
3397,net_banking,HARD_DECLINE,3,0.904,0,1168,0,0
3864,credit_card,SOFT_DECLINE,1,0.784,18,1603,1,0
3941,debit_card,SOFT_DECLINE,1,0.144,18,1732,0,0
1624,debit_card,HARD_DECLINE,1,0.109,4,1562,0,0
6123,net_banking,HARD_DECLINE,1,0.395,18,567,0,0
557,credit_card,UNKNOWN,1,0.292,14,211,0,0
99,debit_card,HARD_DECLINE,2,0.224,10,481,0,1
470,credit_card,UNKNOWN,1,0.401,22,535,0,0
6486,upi,HARD_DECLINE,1,0.226,8,586,1,0
4942,debit_card,SOFT_DECLINE,1,0.795,9,123,0,0
2963,credit_card,HARD_DECLINE,1,0.071,13,1040,0,1
5125,net_banking,UNKNOWN,3,0.578,22,1238,0,1
4370,net_banking,TRANSIENT,2,0.923,1,338,0,0
7078,debit_card,SOFT_DECLINE,3,0.748,2,1824,0,1
6785,credit_card,SOFT_DECLINE,2,0.201,16,1863,0,0
4713,net_banking,HARD_DECLINE,1,0.425,22,1009,0,0
2961,net_banking,SOFT_DECLINE,1,0.205,17,812,1,1
6293,net_banking,SOFT_DECLINE,1,0.877,25,1474,1,0
99,net_banking,UNKNOWN,3,0.303,14,1400,0,0
1840,upi,UNKNOWN,1,0.84,14,1773,0,0
1289,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.929,6,923,0,0
99,credit_card,SOFT_DECLINE,1,0.789,2,106,0,0
4476,credit_card,HARD_DECLINE,3,0.122,18,616,1,0
6756,credit_card,TRANSIENT,1,0.336,10,135,0,0
4165,credit_card,UNKNOWN,1,0.548,11,720,1,0
2625,debit_card,HARD_DECLINE,1,0.363,15,1505,0,0
3913,debit_card,SOFT_DECLINE,2,0.276,16,1903,0,0
6352,debit_card,HARD_DECLINE,3,0.031,3,1240,0,0
2618,debit_card,SOFT_DECLINE,3,0.917,6,778,0,0
4431,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.156,12,302,0,0
6264,credit_card,SOFT_DECLINE,2,0.476,21,117,1,0
3133,credit_card,HARD_DECLINE,2,0.509,13,1793,1,1
2785,debit_card,HARD_DECLINE,2,0.877,0,1336,0,0
2081,credit_card,SOFT_DECLINE,2,0.486,17,318,1,0
9621,upi,TRANSIENT,1,0.87,21,360,1,1
3228,credit_card,TRANSIENT,1,0.327,4,1107,1,0
3336,credit_card,HARD_DECLINE,1,0.092,23,1568,0,0
3892,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.246,21,90,0,0
2261,debit_card,SOFT_DECLINE,2,0.443,4,367,0,0
3691,net_banking,TRANSIENT,1,0.7,21,766,0,1
412,upi,TRANSIENT,1,0.029,17,65,0,1
6332,upi,SOFT_DECLINE,1,0.301,19,711,0,1
886,upi,HARD_DECLINE,1,0.656,9,991,0,0
3469,net_banking,SOFT_DECLINE,1,0.51,17,1927,0,1
3493,debit_card,TRANSIENT,3,0.559,22,81,0,0
2440,upi,HARD_DECLINE,2,0.621,22,940,1,0
2016,upi,TRANSIENT,1,0.014,10,1161,1,1
477,debit_card,SOFT_DECLINE,1,0.76,5,1209,0,1
1305,wallet,SOFT_DECLINE,1,0.049,9,765,0,0
107,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.42,7,508,0,0
5811,credit_card,SOFT_DECLINE,1,0.144,13,220,0,0
3699,credit_card,HARD_DECLINE,1,0.635,16,604,1,0
2484,credit_card,HARD_DECLINE,2,0.398,8,647,0,0
4485,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.675,7,1553,1,1
1319,debit_card,TRANSIENT,2,0.274,14,1482,1,1
5365,credit_card,SOFT_DECLINE,1,0.338,14,607,0,0
577,credit_card,TRANSIENT,1,0.809,0,362,1,1
3845,wallet,TRANSIENT,2,0.338,19,626,0,0
6559,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.81,16,822,1,0
1537,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.617,2,936,1,0
3632,upi,UNKNOWN,2,0.026,2,864,0,0
1663,credit_card,TRANSIENT,2,0.382,6,1002,0,0
99,wallet,SOFT_DECLINE,2,0.752,6,278,0,0
3876,debit_card,SOFT_DECLINE,1,0.151,13,225,0,1
1556,upi,HARD_DECLINE,1,0.619,15,1267,0,0
4333,upi,TRANSIENT,1,0.099,4,407,0,1
6019,credit_card,HARD_DECLINE,1,0.514,11,754,0,0
860,upi,HARD_DECLINE,1,0.286,24,734,0,0
700,credit_card,TRANSIENT,3,0.651,14,983,0,0
1997,debit_card,TRANSIENT,2,0.444,25,1545,1,1
6942,credit_card,HARD_DECLINE,2,0.912,2,1402,0,0
1768,upi,UNKNOWN,2,0.648,24,886,1,1
4940,upi,HARD_DECLINE,2,0.648,15,1151,1,0
4047,upi,HARD_DECLINE,2,0.391,20,1150,0,0
4559,net_banking,SOFT_DECLINE,2,0.204,7,307,1,0
5825,debit_card,TRANSIENT,1,0.636,23,612,0,1
7174,debit_card,TRANSIENT,1,0.846,19,668,1,1
5078,credit_card,UNKNOWN,1,0.752,18,1889,0,0
769,credit_card,HARD_DECLINE,1,0.437,19,1379,0,0
7122,credit_card,SOFT_DECLINE,1,0.258,15,1379,0,0
2237,debit_card,SOFT_DECLINE,1,0.985,6,1912,0,1
6158,credit_card,TRANSIENT,2,0.164,13,834,1,0
329,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.369,25,325,0,0
8327,debit_card,SOFT_DECLINE,1,0.834,21,833,1,0
1711,wallet,HARD_DECLINE,1,0.441,9,1235,0,0
1775,upi,CUSTOMER_ACTION_REQUIRED,1,0.407,4,674,1,0
1548,upi,TRANSIENT,1,0.534,10,1788,1,0
4908,debit_card,TRANSIENT,1,0.492,19,1964,1,1
4941,debit_card,TRANSIENT,2,0.257,8,1804,1,1
3489,debit_card,TRANSIENT,1,0.147,6,629,0,1
641,upi,UNKNOWN,2,0.668,22,42,1,0
3851,upi,SOFT_DECLINE,1,0.52,22,1372,1,1
1943,upi,TRANSIENT,1,0.293,17,1423,0,0
4259,upi,UNKNOWN,2,0.693,18,1460,0,0
6370,debit_card,HARD_DECLINE,1,0.73,0,839,1,0
3957,net_banking,HARD_DECLINE,1,0.004,2,313,0,0
1439,net_banking,TRANSIENT,1,0.888,21,1090,1,0
3734,net_banking,TRANSIENT,1,0.993,6,896,0,1
1993,net_banking,SOFT_DECLINE,1,0.939,22,1136,0,0
3088,credit_card,HARD_DECLINE,1,0.677,19,1908,1,0
3318,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.37,13,603,0,0
2825,credit_card,TRANSIENT,2,0.908,6,796,1,0
5395,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.332,12,254,0,0
2773,upi,SOFT_DECLINE,2,0.217,16,1532,0,0
2150,credit_card,HARD_DECLINE,1,0.068,9,155,1,1
959,net_banking,SOFT_DECLINE,2,0.191,20,1370,1,0
6218,debit_card,TRANSIENT,1,0.506,6,116,0,1
2159,debit_card,UNKNOWN,1,0.841,14,1154,1,1
4852,credit_card,UNKNOWN,2,0.79,21,240,0,0
4103,upi,HARD_DECLINE,1,0.107,16,1930,0,0
6728,debit_card,SOFT_DECLINE,1,0.571,12,928,0,0
3494,upi,SOFT_DECLINE,2,0.719,0,711,0,0
3777,credit_card,SOFT_DECLINE,2,0.067,11,894,1,0
10057,credit_card,SOFT_DECLINE,1,0.593,24,1072,1,1
797,credit_card,SOFT_DECLINE,1,0.777,15,716,0,1
5383,net_banking,SOFT_DECLINE,1,0.869,0,1698,0,1
1860,debit_card,TRANSIENT,1,0.901,14,396,0,1
3382,net_banking,HARD_DECLINE,2,0.811,22,155,1,0
5147,net_banking,SOFT_DECLINE,1,0.968,0,1676,0,0
7903,credit_card,UNKNOWN,1,0.722,0,1338,0,0
145,upi,HARD_DECLINE,1,0.484,15,990,0,0
3130,credit_card,HARD_DECLINE,1,0.693,15,1366,0,0
924,upi,TRANSIENT,1,0.907,4,179,1,1
2419,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.678,1,744,0,0
4987,upi,CUSTOMER_ACTION_REQUIRED,3,0.094,19,1738,0,0
99,credit_card,SOFT_DECLINE,1,0.365,19,919,1,0
1306,debit_card,HARD_DECLINE,1,0.609,21,803,0,0
6928,credit_card,SOFT_DECLINE,1,0.936,9,1965,1,0
3432,debit_card,HARD_DECLINE,2,0.624,22,403,1,1
6878,credit_card,TRANSIENT,1,0.362,9,1009,0,1
2610,debit_card,HARD_DECLINE,2,0.587,2,1889,0,1
746,credit_card,HARD_DECLINE,1,0.009,16,96,1,0
5832,credit_card,HARD_DECLINE,1,0.469,10,1254,0,0
2285,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.492,2,1259,1,0
5857,upi,SOFT_DECLINE,2,0.384,22,1064,0,0
5247,credit_card,SOFT_DECLINE,1,0.208,15,1448,1,0
982,credit_card,SOFT_DECLINE,1,0.31,17,712,1,0
1688,wallet,CUSTOMER_ACTION_REQUIRED,1,0.811,22,1833,0,0
3015,debit_card,TRANSIENT,1,0.304,23,802,0,1
2102,upi,HARD_DECLINE,1,0.877,12,1984,0,0
4455,upi,CUSTOMER_ACTION_REQUIRED,1,0.234,13,1760,0,0
6641,upi,HARD_DECLINE,1,0.058,23,107,0,0
239,credit_card,HARD_DECLINE,1,0.521,23,37,0,0
4660,wallet,CUSTOMER_ACTION_REQUIRED,3,0.336,8,162,1,0
6184,credit_card,HARD_DECLINE,2,0.622,7,131,0,0
6641,debit_card,HARD_DECLINE,1,0.534,20,80,0,0
5263,credit_card,TRANSIENT,2,0.52,11,1777,0,0
2375,debit_card,SOFT_DECLINE,1,0.004,11,1896,0,1
1179,wallet,CUSTOMER_ACTION_REQUIRED,1,0.349,17,1969,1,0
2255,net_banking,TRANSIENT,2,0.619,9,315,1,0
5366,debit_card,TRANSIENT,2,0.606,15,865,0,1
609,upi,TRANSIENT,1,0.867,16,1044,0,0
4612,debit_card,TRANSIENT,2,0.217,7,915,0,0
2664,credit_card,HARD_DECLINE,2,0.64,14,1923,0,0
509,debit_card,TRANSIENT,1,0.831,16,52,0,0
10172,debit_card,SOFT_DECLINE,1,0.187,20,1263,0,0
649,credit_card,UNKNOWN,1,0.584,25,681,0,1
1573,upi,SOFT_DECLINE,1,0.603,15,808,1,0
3177,upi,TRANSIENT,3,0.532,10,90,0,0
3174,credit_card,UNKNOWN,3,0.388,15,1159,0,0
1809,credit_card,UNKNOWN,3,0.863,12,748,0,0
4167,upi,SOFT_DECLINE,1,0.056,20,769,0,1
1198,credit_card,HARD_DECLINE,1,0.639,16,1971,0,0
6504,upi,SOFT_DECLINE,2,0.774,18,431,1,1
2832,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.644,12,1741,0,0
6641,upi,TRANSIENT,2,0.149,5,361,1,1
3529,net_banking,HARD_DECLINE,2,0.016,5,1845,1,0
7256,credit_card,SOFT_DECLINE,2,0.905,20,1485,0,1
1327,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.945,23,1330,1,1
3218,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.277,12,1967,0,0
1923,upi,CUSTOMER_ACTION_REQUIRED,3,0.256,23,809,0,0
2952,upi,TRANSIENT,1,0.725,8,809,0,0
5413,upi,UNKNOWN,1,0.927,16,436,0,0
1559,upi,SOFT_DECLINE,2,0.927,20,1150,0,0
1142,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.979,9,1090,1,1
99,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.508,19,625,1,0
3519,upi,HARD_DECLINE,2,0.218,20,545,1,0
1167,wallet,HARD_DECLINE,1,0.024,23,1648,1,0
1670,upi,SOFT_DECLINE,1,0.532,12,979,1,0
6424,credit_card,TRANSIENT,2,0.196,1,1457,0,1
9439,net_banking,HARD_DECLINE,2,0.59,8,1330,0,0
3297,upi,HARD_DECLINE,1,0.138,17,749,1,1
8687,upi,TRANSIENT,1,0.992,0,1377,1,1
4025,debit_card,SOFT_DECLINE,1,0.265,21,1436,0,1
2092,debit_card,TRANSIENT,2,0.758,6,191,0,0
1190,credit_card,TRANSIENT,1,0.869,12,763,1,1
270,upi,SOFT_DECLINE,2,0.38,5,1680,0,1
3271,debit_card,TRANSIENT,2,0.35,9,730,0,1
4611,wallet,HARD_DECLINE,2,0.824,20,195,0,0
5033,upi,TRANSIENT,1,0.756,7,1440,0,1
1934,credit_card,HARD_DECLINE,1,0.845,13,963,1,0
3677,wallet,SOFT_DECLINE,1,0.476,13,1502,0,0
3822,debit_card,TRANSIENT,2,0.174,13,88,0,0
1621,upi,SOFT_DECLINE,1,0.933,13,1199,1,0
3525,credit_card,SOFT_DECLINE,2,0.923,19,718,0,0
978,credit_card,SOFT_DECLINE,2,0.822,17,322,0,1
6389,upi,HARD_DECLINE,1,0.677,3,1970,1,0
3892,credit_card,SOFT_DECLINE,1,0.038,16,734,0,1
2544,credit_card,SOFT_DECLINE,1,0.608,7,850,1,1
3406,upi,HARD_DECLINE,1,0.133,11,1601,0,0
1204,upi,TRANSIENT,1,0.331,18,79,0,0
3997,credit_card,TRANSIENT,1,0.436,19,792,1,0
1642,upi,CUSTOMER_ACTION_REQUIRED,2,0.664,18,1020,0,0
4996,credit_card,TRANSIENT,3,0.936,19,289,0,0
5644,credit_card,SOFT_DECLINE,1,0.857,16,258,0,1
2657,upi,HARD_DECLINE,2,0.156,3,1245,0,0
122,upi,CUSTOMER_ACTION_REQUIRED,1,0.679,13,1623,0,0
1809,upi,SOFT_DECLINE,1,0.292,19,1546,0,0
366,credit_card,SOFT_DECLINE,1,0.318,0,1686,0,1
3654,debit_card,HARD_DECLINE,1,0.613,6,1555,0,0
1248,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.4,24,842,1,0
3849,credit_card,TRANSIENT,1,0.685,14,1421,1,1
1325,upi,SOFT_DECLINE,1,0.424,16,227,1,0
2089,upi,CUSTOMER_ACTION_REQUIRED,2,0.314,7,530,1,1
3318,credit_card,SOFT_DECLINE,1,0.235,21,1150,1,0
2766,upi,TRANSIENT,1,0.752,12,1101,1,0
793,debit_card,SOFT_DECLINE,1,0.537,21,1397,0,0
2750,wallet,HARD_DECLINE,1,0.51,22,657,0,0
376,credit_card,TRANSIENT,1,0.081,22,1498,1,1
4400,credit_card,SOFT_DECLINE,1,0.871,0,1657,0,0
4221,credit_card,HARD_DECLINE,1,0.006,11,195,0,0
2666,credit_card,HARD_DECLINE,1,0.935,13,1270,0,0
6570,debit_card,SOFT_DECLINE,1,0.186,13,1050,1,0
1577,net_banking,HARD_DECLINE,1,0.75,13,522,0,0
471,debit_card,TRANSIENT,2,0.924,14,1143,1,1
5554,credit_card,SOFT_DECLINE,2,0.478,9,1715,0,1
4817,upi,TRANSIENT,3,0.761,9,1396,0,1
856,debit_card,SOFT_DECLINE,1,0.218,9,1978,0,1
4981,upi,SOFT_DECLINE,2,0.174,21,239,0,0
7079,upi,TRANSIENT,1,0.923,8,1011,1,1
2752,debit_card,SOFT_DECLINE,1,0.593,15,1928,1,1
5018,wallet,HARD_DECLINE,1,0.683,20,496,0,0
3037,upi,CUSTOMER_ACTION_REQUIRED,1,0.181,4,1626,0,0
5891,upi,HARD_DECLINE,1,0.598,8,161,1,0
8081,net_banking,SOFT_DECLINE,1,0.094,17,955,1,0
3377,credit_card,SOFT_DECLINE,1,0.697,24,1967,0,1
4001,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.613,25,1743,0,0
2250,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.057,5,1934,0,1
6368,credit_card,TRANSIENT,2,0.791,13,758,0,1
8265,upi,HARD_DECLINE,1,0.077,6,1324,0,0
2831,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.095,13,439,0,0
4356,wallet,SOFT_DECLINE,1,0.867,13,241,0,1
632,debit_card,SOFT_DECLINE,1,0.071,18,1748,0,0
101,upi,HARD_DECLINE,1,0.978,5,1458,1,0
1388,credit_card,HARD_DECLINE,1,0.991,11,416,0,0
4635,credit_card,TRANSIENT,3,0.802,7,187,0,0
2831,upi,SOFT_DECLINE,2,0.045,22,1263,0,0
2995,upi,HARD_DECLINE,2,0.504,10,1453,0,0
590,upi,CUSTOMER_ACTION_REQUIRED,3,0.548,3,343,0,0
6114,upi,HARD_DECLINE,2,0.892,3,926,0,1
7528,upi,HARD_DECLINE,1,0.881,2,1318,0,0
388,credit_card,UNKNOWN,1,0.935,22,403,0,0
3106,upi,TRANSIENT,1,0.571,8,763,1,0
2538,upi,HARD_DECLINE,1,0.776,19,526,1,0
4008,debit_card,SOFT_DECLINE,2,0.338,19,124,0,0
3740,debit_card,HARD_DECLINE,1,0.278,23,95,0,0
99,credit_card,HARD_DECLINE,1,0.483,24,1856,1,0
2260,credit_card,HARD_DECLINE,2,0.216,19,993,1,0
3533,upi,TRANSIENT,1,0.657,22,631,0,0
3723,credit_card,TRANSIENT,2,0.27,22,1293,0,0
4348,net_banking,HARD_DECLINE,1,0.674,7,408,0,0
3890,credit_card,SOFT_DECLINE,2,0.29,5,637,0,0
2277,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.031,22,602,1,0
2087,upi,SOFT_DECLINE,2,0.938,3,1398,0,0
5406,debit_card,TRANSIENT,3,0.008,25,1209,1,0
2332,upi,SOFT_DECLINE,1,0.039,9,1731,0,0
2372,credit_card,SOFT_DECLINE,2,0.056,5,819,0,0
1637,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.267,23,1213,0,0
1287,credit_card,HARD_DECLINE,1,0.711,13,1224,0,0
1348,upi,HARD_DECLINE,1,0.093,8,220,0,0
2224,upi,SOFT_DECLINE,2,0.016,19,1654,1,0
4316,upi,TRANSIENT,1,0.673,16,1555,1,1
1381,credit_card,TRANSIENT,1,0.605,7,557,1,1
961,upi,UNKNOWN,1,0.037,13,1619,0,0
6661,credit_card,TRANSIENT,1,0.384,19,1964,1,1
465,credit_card,TRANSIENT,1,0.347,24,1776,0,0
6992,upi,SOFT_DECLINE,1,0.272,15,1757,0,1
2014,net_banking,HARD_DECLINE,1,0.21,19,226,0,0
891,credit_card,SOFT_DECLINE,1,0.549,6,39,1,0
2805,credit_card,HARD_DECLINE,1,0.275,9,1544,0,0
1094,debit_card,HARD_DECLINE,1,0.45,17,1281,0,0
1489,credit_card,SOFT_DECLINE,1,0.863,13,1226,1,0
1676,net_banking,HARD_DECLINE,1,0.963,6,1665,0,0
854,net_banking,UNKNOWN,1,0.358,13,1520,1,0
3726,upi,TRANSIENT,1,0.02,3,817,0,1
3862,upi,HARD_DECLINE,1,0.966,19,1847,0,0
4853,credit_card,SOFT_DECLINE,3,0.926,10,1585,0,0
1830,debit_card,HARD_DECLINE,1,0.343,1,307,0,0
1266,credit_card,SOFT_DECLINE,1,0.072,22,1129,0,0
7663,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.98,21,1789,1,0
1770,debit_card,HARD_DECLINE,2,0.756,9,1083,0,1
953,upi,SOFT_DECLINE,1,0.749,17,1808,1,1
2776,debit_card,SOFT_DECLINE,1,0.84,0,1606,1,0
2156,upi,SOFT_DECLINE,2,0.649,0,1584,1,0
2378,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.708,14,747,0,0
2340,credit_card,TRANSIENT,3,0.747,6,549,1,1
4244,credit_card,HARD_DECLINE,1,0.598,23,1542,0,0
4037,upi,SOFT_DECLINE,1,0.422,15,1492,0,0
4437,credit_card,SOFT_DECLINE,1,0.447,8,1804,0,0
4911,upi,SOFT_DECLINE,3,0.444,10,1456,1,0
1422,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.814,8,1634,0,0
2575,credit_card,SOFT_DECLINE,1,0.502,10,313,0,0
4800,debit_card,SOFT_DECLINE,1,0.826,0,2000,0,1
2443,debit_card,SOFT_DECLINE,2,0.023,15,892,0,1
3086,debit_card,HARD_DECLINE,1,0.076,24,994,0,0
3598,upi,TRANSIENT,2,0.571,8,1542,1,1
3229,upi,SOFT_DECLINE,1,0.745,23,569,1,0
1687,debit_card,UNKNOWN,1,0.18,6,1801,0,0
1009,credit_card,SOFT_DECLINE,2,0.915,24,57,0,1
